smiles
COC(=O)N[C@H](C(=O)N1[C@@H]2C[C@@H]2C[C@H]1C1=NC2=CC=C(C3=CC=C4C(=C3)C=CC3=C4N=C([C@@H]4C[C@H]5C[C@H]5N4C(=O)[C@@H](NC(=O)OC)C4CCC(F)(F)CC4)N3)C=C2N1)C1CCC(F)(F)CC1
CC(C)CC1O[C@@H](OCC2O[C@@H](OCC3O[C@@H](OC(C)C)C(C)[C@H](C)[C@@H]3C)C(CC(=O)NCNC(=O)C(O)C(O)C(=O)N3C(=O)CCC3=O)[C@H](C)[C@@H]2C)C(C)[C@H](C)[C@@H]1C
COC1=CC2=C(C=C1O)CCN[C@]21CS[C@@H]2C3=C(C4=C(OCO4)C(C)=C3OC(=O)CCCC[C@@H]3SCC4NC(=O)NC43)[C@H](COC1=O)N1C2C2C3=C(C=C(C)C(OC)=C3OC(=O)CCCCC3SCC4NC(=O)NC43)CC([C@@H]1C#N)N2C
CC1C2CC(C(=O)OCCC(F)(F)C(F)(F)C(F)(F)F)C(C2)C1C
CC(O)C1=CC=C(C2=CC=C(C(C3=CC=C(C4=CC=C(C5CO5)C=C4)C=C3)(C3=CC=C(C4=CC=C(C5CO5)C=C4)C=C3)C3=CC=C(C4=CC=C(C5CO5)C=C4)C=C3)C=C2)C=C1
CCN(CC)C(=O)C1=CC=CC(NC(=O)COC2=CC=CC=C2C(=O)OC)=C1
COC(=O)C1=CC=CC=C1OCC(=O)NC1=CC(NC(C)=O)=CC=C1OC
CC1(C)C(=CC=C2CCCC(C=CC3=[N+](CCCCS(=O)(=O)O)C4=CC=CC=C4C3(C)C)=C2SCCC(=O)NCCOCCNC(=O)OCC2C3=CC=CC=C3C3=CC=CC=C32)N(CCCCS(=O)(=O)O)C2=CC=CC=C21
C=CCC[C@@H]1CCCC2(CCC[C@@H](CCCNC(=O)[C@@H](C)[C@@H](O)CNC(=O)CCOC)O2)O1
CCN(CC)C1=CC(C)=C(N=C2C=C(N(C=O)C3=CC=C(CS(=O)O)C=C3)C(=O)C3=CC=CC=C23)C(C)=C1
O=C(O)C1=CC=CC([Si])C1
CN(C)C1=CC=NC(CN(CCCC[C@H](NC(=O)OCC2C3=CC=CC=C3C3=CC=CC=C32)C(=O)O)CC2=CC(N(C)C)=CC=N2)=C1
CC(C)(C)C(NC1=C(N=C2C=CC=C(C(=O)N3CCCC(O)C3)C2=O)N[S+]([O-])N1)C1=CC=CC=C1
C=C(C)C1=C(C(=O)N(C)C)C(=O)/C(=N/C2=C(N[C@H](CC)C3=CC(C(C)C)=CO3)NSN2)C=C1
C=C(OC1=CC=C(C(=O)NC2=CC=CC3=CC=CC=C23)C=C1)SC1=CC=CC=C1N
NC1=NC(C2=CC=C(OC(F)(F)F)C=C2)(C2=CC=CC(Br)=C2)C2=NOCCN12
CC1=CC(N)=CC(C(=O)NC(C)C)=C1NC(=O)C1=CC(Cl)=NN1C1=NC=CC=C1Cl
CC1=CC=C(C(NC2=C(N=C3C=CC=C(C(=O)N4CCCCC4)C3=O)N[S+]([O-])N2)C(C)(C)C)O1
CCNC(=O)CN(CC)C(=O)COC(=O)C1=CC=CC=C1C(=O)C1=CC=CC=C1
O=CN1CCN(C(=O)C2=CN3C(NC(=O)CC45CC=CC6(CC6C4)C5)=CC=CC3=N2)CC1
C=C[C@@H](C)CC[C@@H]1CCCC2(CCC(C)[C@@H](CCCNC(=O)[C@@H](C)[C@@H](O)CNC(=O)CC3OC(CC(=O)/C=C/C)CCC3C)O2)O1
O=C(OCC(=O)N1CC[C@H]2CCCC[C@H]2C1)C1=CC=CC=C1C(=O)C1=CC=CC=C1
COC1=CC(C)=C(C(=O)OC2=CC(C)=C(C(=O)O)C(O)=C2C)C(O)=C1C=O
COC1=CC=C2C(=C1)C1=C(C(=O)N(CC3=CC=C(Cl)C(OC4=CC(N)=CC(Cl)=C4)=C3F)CC1)N2C(=O)OC(C)(C)C
OCC1O[C@@H]2OCCCCC3C(CNC(=S)NCCN(CCNC(=S)NCC4O[C@@H]5OC6C(CO)O[C@H](OCCCCC4[C@H](O)C5O)C(O)[C@H]6O)CCNC(=S)N[C@@H]4OC(CO)[C@@H](O[C@@H]5OC(CO)[C@H](O)[C@H](O)C5O)[C@H](O)C4O)O[C@H](OC1[C@H](O)C2O)C(O)[C@H]3O
CC(C)=C1CC[S+]([O-])CC1
CCN1CC2(CCN(C=O)CC2)C2=CC=CC=C21
CC(CO[C@@H]1OC(CO)[C@@H](O[C@@H]2OC(CO)[C@H](O)[C@H](O)C2O)[C@H](O)C1O)(CO[C@@H]1OC(CO)[C@@H](O[C@@H]2OC(CO)[C@H](O)[C@H](O)C2O)[C@H](O)C1O)CO[C@@H]1OC(CO)[C@@H](O[C@@H]2OC(CO)[C@H](O)[C@H](O)C2O)[C@H](O)C1O
CN(C)C1=CC=NC(CN(CCCC[C@H](NC(=O)OCC2C3=CC=CC=C3C3=CC=CC=C32)C(=O)O)CC2=CC(N(C)C)=CC=N2)=C1
COC1=CC(O)=C2C(=O)C3=C(O)C=C(C=O)C=C3C(=O)C2=C1
CCCCCC[C@@H](C)NC(=O)CSC1=NN=C2C3=CC=CC=C3N(CC)C2=N1
COC1=CC=C2C(=C1)C(CCC=O)=CN2S(=O)(=O)C1=CC=C(Cl)C=C1
CO[B]N1CCC(Cl)[C@@H]1CCCC1=CC=C(C(=O)OC)S1
COC(=O)C1=CC=CC=C1OCC(=O)N[C@@H](C1=CC=CC=C1)C1=CC=CS1
COC1=CC(C)=C(C2=CC=CC(COC3=CC=C4C(=C3)C[C@H]3[C@H](C=O)[C@@H]43)=C2C)C(Cl)=C1
SCOC(OCS)C1=CC=CC=C1
C=C(C)C(NC1=C(N=C2C=CC=C(C#N)C2=O)N[S+]([O-])N1)C1=CC=C(C)O1
COC(=O)C1=CC=CC=C1OCC(=O)N1CCC[C@H](C2=NC3=CC=CC=C3S2)C1
C=C1N(C)CN(S(C)(=O)=O)C1(C)C
CC1=NC2=CC=C(Br)C=C2C(C2=CC=CC=C2)=C1C1=NN(C(=O)CCC(=O)O)C(C2=CCC(Br)C=C2)C1
COC1=C(C)C2=C(OC3=C(C=O)C(O)=C(Cl)C(C)=C3C(=O)O2)C(C)=C1Cl
CC(=O)C1=CC=C(OCC(=O)N[C@@H](C2=CC=CC=C2)C2=CC=CS2)C=C1
CC1=CC(O)=C2C(=O)C3=C(C(=O)C2=C1)C(C1=C(O)C=C(O)C2=C1C(=O)C1=CC(C)=CC(O)=C1C2=O)=C(O)C=C3O
COC1=CC2=C(C=C1O)CCN[C@]21CS[C@@H]2C3=C(C4=C(OCO4)C(C)=C3OC(=O)/C=C/C3=CC=CC=C3)[C@H](COC1=O)N1C2C2C3=C(C=C(C)C(OC)=C3O)CC([C@@H]1C#N)N2C
CCC1=CC=C([C@@H](NC(=O)COC2=CC=C(C(C)=O)C=C2)C(C)C)C=C1
CCN(CC)S(=O)(=O)C1=CNC(C(=O)NCC2=CC=C(Cl)C(OC3=CC(N)=CC(Cl)=C3)=C2F)=C1
COC(=O)C1=CC=CC=C1OCC(=O)NC1=CC=C(S(=O)(=O)N(C)C(C)C)C=C1
O=C(O)C(=C1OC(=O)C(C2=CC=CC=C2)=C1O)C1=CC=CC=C1
CCN1C=C(CC=O)C2=CC=CC=C21
CCOOCC1=CC(Br)=CC(CN2CCN(CC3=CC(Br)=CC(C(=O)OCC)=N3)CCN(CC3=CC(Br)=CC(C(=O)OCC)=N3)CC2)=N1
O=C(CC1=CN2C(C(=O)NCC3(C4=CC=C(C(F)(F)F)C=C4)CCCCC3)=CC=CC2=N1)NCC(F)(F)F
C=C1C(=O)O[C@H](CCCCCCCCCCCCC[C@@H](C)O)[C@H]1C(=O)O
CCCCCC(O)C1=CC=C(N2CCC(Cl)[C@@H]2C/C=C\CCCC(=O)O)C=C1
O=CC1=CC=C(CCC2=CC=C(OCC3=CCCS3)N=N2)C=C1
COC1=CC=C2NC3=C(CCN(CC4=CC=C(Cl)C(OC5=CC(N)=CC(Cl)=C5)=C4F)C3=O)C2=C1
CCC1=CC(C2=CSC(NC(C)C)=N2)=NC2=CC(OC)=CC=C12
CN(C)C1=CC=C([N+](=O)[O-])C=C1C(=O)OCC(=O)C1=CC=C2OCCCOC2=C1
CC(C)C1OCCNC1=O
C=CC(=O)OCC(COCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)NCCCCCCNC(N)=O)(COC(=O)C=C)COC(=O)C=C
NC1=CC(Cl)=CC(OC2=C(Cl)C=CC(CNC(=O)C3=CC4=CC=C(OCC5=CC=CC=C5)C=C4N3)=C2F)=C1
CO[C@H]1OC(CO)C(O[C@H]2OC(CNC(=S)NCCN(CCNC(=S)NCC3O[C@H](OC4C(CO)O[C@H](OC)C(O)[C@H]4O)C(O)[C@@H](O)C3C)CCNC(=S)NC(COCCCS[C@H]3OC(CO)[C@@H](O)[C@H](O)C3O)(COCCCS[C@H]3OC(CO)[C@@H](O)[C@H](O)C3O)COCCCS[C@@H]3OC(CO)[C@@H](O[C@@H]4OC(CO)[C@H](O)[C@H](O)C4O)[C@H](O)C3O)C(C)[C@H](O)C2O)[C@H](O)C1O
C=CCOCCOCCOCCOCCOCCOCCO[C@@H]1O[C@@H](CO)[C@@H](O[C@@H]2OC(CO)[C@H](O[C@H]3OC(CO)[C@H](O)[C@H](O)C3O)[C@H](O)C2O)C(O)C1O
C=C(C)CCC(=O)N(CNC(=C)CCSCC1O[C@@H]2OC3C(CO)O[C@H](OCCCCC1[C@H](O)C2O)C(O)[C@H]3O)CNC(=C)CCSCC1O[C@@H]2OC3C(CO)O[C@H](OCCCCC1[C@H](O)C2O)C(O)[C@H]3O
CON(C)C(=O)[C@@H]1CCN(CC2=CC=CC=C2)C[C@@H]1C1C=CC(Cl)=CC1
CC[C@@H](NC1=C(/N=C2\C=CC=C(C#N)C2=O)NSN1)C1=CC(C(C)C)=CO1
CC1C(=O)C2C1CCN2C
CCOC1=CC(COOC2NCN2)=NC2=CC=C(OC)C=C12
C=C(Cl)C1=CC=C2NC(N3CC(C(=O)O)C=N3)=NC(=O)C2=C1
C=C(C(=O)OCCOC(=O)CCC(C)(C)C(=O)O)C(C)C
CCC=CCC(O)C=CC=CCC=CCC=CCC=CCCC
O=C(OCC(=O)N1CC[C@@H]2CCCC[C@@H]2C1)C1=CC=CC=C1C(=O)C1=CC=CC=C1
[B]C1=NN(C2=NC=CC=C2Cl)C(C(=O)NC2=C(C)C=C(C#N)C=C2C(=O)NC)=C1
C=C(C)C(NC1=C(N=C2C=CC=C(C(=O)N(C)CC(=O)O)C2=O)NSN1)C1=CC=C(C)S1
NC1=C(N=NC2=CC=C3C(O)=C(N=NC4=CC=C(S(=O)(=O)O)C(N=NC5=C(O)N(C6=CC=C(S(=O)(=O)O)C=C6)N=C5C(=O)O)=C4)C(S(=O)(=O)O)=CC3=C2S(=O)(=O)O)C=C(S(=O)(=O)O)C2=CC(SOOO)=C(N=NC3=CC=C([N+](=O)[O-])C=C3S(=O)(=O)O)C(O)=C12
C=C(C)CCN(CCN1CCOCC1)C(=O)CCC(C1=CC2=CC(C3=CC=CC=C3F)=CC=C2N=C1N)C1CCOCC1
O=C(O)CCCCCCON(O)O
COC1=CC=C(C(=O)NCC2=CC=C(Cl)C(OC3=CC(N)=CC(Cl)=C3)=C2F)C(C)=C1
CCCCC(CC)C(=O)NC1=CC=C(OC)C(C2=NN3C(=NC4=CC=C(N(CC)CCCC)C=C4C)C(=NC)C(=C(O)OC(C)(C)C)C3=N2)=C1
COC(=O)CCC1(CS[C@H](CCC2=CC=CC=C2C(C)=O)C2=CC=CC(/C=C/C3=CC=C4C=CC(Cl)=CC4=N3)=C2)CC1
CCOC(=O)CCCCCNCCCCCNC(=O)O
OCC1O[C@@H]2OCCCCC3C(CNC(=S)NCCN(CCNC(=S)NCCN(CCNC(=S)NC(CO[C@H]4OC(CO)[C@@H](O)[C@H](O)C4O)(CO[C@@H]4OC(CO)[C@@H](O)C(O)[C@H]4O)CO[C@H]4OC(CO)[C@H](O)C(O)[C@H]4O)CCNC(=S)NC(CO[C@H]4OC(CO)[C@@H](O)[C@H](O)C4O)(CO[C@@H]4OC(CO)[C@@H](O)C(O)[C@H]4O)CO[C@H]4OC(CO)[C@H](O)C(O)[C@H]4O)CCNC(=S)NCC4O[C@@H]5OC6C(CO)O[C@H](OCCCCC4[C@H](O)C5O)C(O)[C@H]6O)O[C@H](OC1[C@H](O)C2O)C(O)[C@H]3O
COC(=O)C1=CC=CC=C1OCC(=O)N(C)CC(=O)NC1=CC(Cl)=CC=C1OC
C=C(C)[C@@H](NC1=C(/N=C2\C=CC=C(C(=O)N(C)C)C2=O)NSN1)C1=CC(C(C)C)=CO1
CC1=CC2=C(S1)C1=C(C2)C(C=O)=NN1C1=CC=C(F)C=C1F
C=C(CCC(=O)NCC1O[C@@H]2OC3C(CO)O[C@H](OCCCCC1[C@H](O)C2O)C(O)[C@H]3O)NCN(CNC(=C)CCC(=O)NCC1O[C@@H]2OC3C(CO)O[C@H](OCCCCC1[C@H](O)C2O)C(O)[C@H]3O)C(=O)CCC(C)=O
[B]C(C)(C)OC(C)(C)C(C)OBr
COC1=CC=CC(OC)=C1C1=C2C=CC(=C(C3=C(NC(=O)[C@@H](C)OC)C=CC=C3NC(=O)[C@@H](C)OC)C3=NC(C=C3)/C(C3=C(OC)C=CC=C3OC)=C3/C=C/C(=C(\C4=C(NC(=O)[C@@H](C)OC)C=CC=C4NC(=O)[C@@H](C)OC)C4=CC=C1N4)N3)N2
C=C[C@@H](C)CC[C@@H]1CCCC2(CCC(C)[C@@H](CCCNC(=O)[C@@H](C)[C@@H](O)CNC(=O)CCOC)O2)O1
CCCC1(N(C2=CC=CC=C2)C2=CC=C(C=CC3=CC=CC=C3)C=C2)C2=CC3=C(C=C21)C(C)(C)C1=CC2=C(C=C31)CC2(CC)N(C1=CC=CC=C1)C1=CC=C(C=CC2=CC=CC=C2)C=C1
CC(C)(C)OC(=O)N[C@H]1CCCCCC=C[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)C3=CC=C(C=O)C=C3)CN2C1=O
NC1=CC(Cl)=CC(OC2=C(Cl)C=CC(CNC(=O)C3=CC4=CC(Cl)=CC=C4N3)=C2F)=C1
COCCCN(C(=O)C1=CN2C(C(=O)NC[C@@H]3CC[C@@H](I)C(C)(C)[C@H]3I)=CC=CC2=N1)C1CCNCC1(C)C
CC(C=O)C1=CC=CC=C1N=O
CCOC(=O)C=CC1=CC=C(C)C=C1N=O
CC1=CC(O)=C2C(=C1C(=O)O)OC1=CC(O)=C3C(=O)OCC3=C12
CCN(CCNC(=O)CSC1=NC(C)=CC(C)=C1C#N)C1=CC=CC(C)=C1
COC1=CC=C2C(=C1)C1=C(C(=O)N(CC3=CC=C(Cl)C(OC4=CC(N)=CC(Cl)=C4)=C3F)CC1)N2C(=O)OC(C)(C)C
C=C1CCC2NC(=O)C12
C=C(NC1CCN(CC2=CC=CC(C#N)=C2)CC1)C1=C(N)SC(C)=C1
O=C1OCCCOC(=O)C1=O
CC1=CC=C(CF)N(C)C1=O
COC1=CC=C(S(=O)(=O)N2C=C(CC(C)(C)C=O)C3=CC(OC)=CC=C32)C=C1
CCCCC1=NN(C)C(=O)N1C
CC1C2CC3C(C)C4C3C3C2C1C1C2CCC5CC(C(=O)ON6C(=O)CCC6=O)C6C7C5C2C1C3C7C64
CCCCCC(=O)/C=C/[C@H](CCC=O)[C@H](O)C[C@@H](C)O
O=C(O)CCC(=O)N1NC(=C2C(=O)N=C3C=CC(Cl)=CC3=C2C2=CC=CC=C2)CC1C1=CCC(Br)C=C1
C=C(N=CNS)NS(=O)(=O)C1=CC=C2C(=C1)CCN2C(=O)C1=CC=C(F)C(F)=C1F
O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)CCCOC12CC=CC(CCC1)C2
CC(=O)C1=CCC(C2=CC=CC(CS)=C2)S1
C=C1N(C)CN(C(=O)COC)C1(C)C
C=CCN1C=C(C(O)(C2=CC=C3C(=C2)C=NN3C2=CC=C(F)C=C2)C(F)(F)F)CC1C(=O)N(C)C
CC(C)(C1CCN(C(=O)CCC2=CC=C(C(F)(F)F)C=C2)CC1)S(=O)(=O)C1=CC=CC(C(F)(F)F)=C1
CN(C)CCCN(C)CC1=CNC2=NC=NC(NC3=CC=C(Cl)C(OCC=O)=C3)=C12
CCCCCC=CCC=CCCCCCCCC(O)OCC(COC(O)CCCCCCCCCCCCCCCCC)OC(O)CCCCCCCC=CCCCCCCCC
N#CC1=CC=CC(=NC2=C(NC3=CC=CC=C3Br)N[S+]([O-])N2)C1=O
C=C1N(C)CN(CCCC2=CC=CC=C2)C1(C)C
CCCCN1C(SCC(=O)NC2=CC=C(N3CCC(C)CC3)C=C2)=NNC1=O
OC1=CC=C(C2CC(=S)SS2)C=C1
CCNCNC(N)=O
NCCCCCC(=O)NCC1O[C@H](O)C(O)[C@@H](O)[C@@H]1O[C@H]1OC(CNC(=O)CCCCCNC(=O)CCC(NC(=O)C2=CC=C(NCC3=CN=C4NC(N)=NC(=O)C4=N3)C=C2)C(=O)O)C[C@H](O)C1O
CC1=CC=C(S(=O)(=O)OCC(O)COC2=CC=C3OC(C=O)=CC(=O)C3=C2)C=C1
CC(C)CCC(=O)OCC(=O)NC1=CC=C(N2CCC(C)CC2)C=C1
O=CC1=CC=C(OCF)C(OCC2CC2)=C1
C=C[C@@H](C)CC[C@@H]1CCCC2(CCC(C)[C@@H](CCCNC(=O)[C@@H](C)[C@@H](O)CNC(=O)CC3OC(CC(=O)/C=C/C)CCC3C)O2)O1
CN(CC1=CSC=C1)C(=O)COC(=O)C1=CC([N+](=O)[O-])=CC=C1N(C)C
COC1=CC=C2C(=C1)C(CCC=O)=CN2CC1=CC=CC=C1OC(F)(F)F
COC(=O)C1=C(C)C=C(OC(=O)C2=C(C)C(Cl)=C(O)C(C=O)=C2O)C(C)=C1O
C=CCN(C(=O)COC(=O)C1=CC=CC=C1C(=O)C1=CC=CC=C1)C1=CC=CC=C1
CCCCN1C(SCC(=O)N2CCN(C3=CC=CC=C3F)CC2)=NNC1=O
COC1=CC(OC)=C2C(=O)C=C(C)OC2=C1C
O=C(COC1=CC=CC=C1Br)N1CCN(C2=CC=CC=C2F)CC1
O=C(O)CC1=CC=C(OCCCON(O)O)C=C1
COC1=CC=C(C(OC[C@@H](OCN2C=NC3=C(NC(=O)C4=CC=C(CNC(=O)CC5=CC=CC=C5)C=C4)N=CN=C32)C(C)OP(OCCC#N)OC[C@H]2O[C@@H](N3C=CC(NC(=O)CCCN(C)C(=O)OCC4C5=CC=CC=C5C5=CC=CC=C54)=NC3=O)CC2OC(=O)CCC(C)=O)(C2=CC=CC=C2)C2=CC=C(OC)C=C2)C=C1
C=C(C)C(NC1=C(N=C2C=CC=C(C(=O)N(C)CC(=O)O)C2=O)N[S+]([O-])N1)C1=CC=C(C)O1
CC1=CC2=CC(=C1N)CCC2(F)C(F)(F)F
CCC(C)(CS)NC(=O)C(C)(C)C
O=CC1=CC=C(CCC2=CC=C(OCC3=CCCS3)N=N2)C=C1
CCOC1=CC(COOC)=NC2=CC=C(OC)C=C12
CC1=CC(C=O)=CC=C1OP
[C-]#[N+]CCOP(=O)(OCCCOP(=O)(OCCCOC)OCC[NH2+][CH2-])OC(CCC)N1C=NC2=C(ON3N=NC4=CC=CC=C43)N=CN=C21
CCOOCC1=C(C)C=C(C2=CC(COC3CCCCO3)=NC(C(=O)OCC)=C2)S1
COC1C(O)[C@H](O)OC(CO)[C@H]1O
O=C(C1=CC=CC([N+](=O)[O-])=C1)C(C1=CC=CC=C1)C(C(C(=S)C(C1=CC=CC=C1)C1=CC=C([N+](=O)[O-])C=C1)C1=CC=CC=C1)C(Cl)(Cl)Cl
CC1=C(C(C)C)C(C)(C)C(C)N1
CC(C)N1NC=C2N=CN=C21
C=C(CCC(=O)NCC1O[C@@H]2OC3C(CO)O[C@H](OCCCCC1[C@H](O)C2O)C(O)[C@H]3O)NCNCNC(=C)CCC(=O)NCC1O[C@@H]2OC3C(CO)O[C@H](OCCCCC1[C@H](O)C2O)C(O)[C@H]3O
CC(C)CN1CC[C@H](C(=O)N(C)C)C1
CC1=CC=C(CC2=C(C)SC(C)=C2C(=O)NC2(C3=CC=C(C=O)C=C3)CC2)C=C1
C=C(CCC1O[C@@H]2OC3C(CO)O[C@H](OCCCCC1[C@H](O)C2O)C(O)[C@H]3O)NCN(CNC(=C)CCC1O[C@@H]2OC3C(CO)O[C@H](OCCCCC1[C@H](O)C2O)C(O)[C@H]3O)C(=O)CC
C=C(CN1CCC(CC2CC2)(C(=O)NCC2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)CC1)N1CCOCC1
CCCCCC(=O)/C=C/[C@H](CCC=O)[C@H](O)C[C@@H](C)O
CC1=CC=C2SC(NC3=CC=CN=C3N3CC(C)(C)C4=CC=CC=C43)=NC2=C1
C1=CC(C2OCCCO2)=CC1
CNC(=O)CN(C)C(=O)COC(=O)C1=CC([N+](=O)[O-])=CC=C1N(C)C
COCC1CCCC[C@@H]1N
CCCCCC(=O)CC1=CC(OC)=CC(O)=C1C(=O)OC1=CC(CCCCC)=C(C(=O)O)C(OC)=C1
CCCC1=CC(OC(=O)C2=C(O)C=C(OC)C=C2CCC)=CC(O)=C1C(=O)O
CCCCC1=NN(C)C(=O)N1C
O=C(COC1=CC=CC=C1Br)N1CCN(C2=CC=CC(Cl)=C2)CC1
CC1(O)COC(C)(C)[C@@](C)(COC[C@@]2(C)OC(C)(C)[C@@](C)(COC[C@@]3(C)OC(C)(C)C(C)(O)C(C)(CCOC[C@@]4(C)OC5(CO)OC(C)(C4(C)O)[C@]5(C)O)C3(C)O)C(C)(O)C2(C)O)C1(C)O
COC(=O)C1=CC=CC=C1OCC(=O)N[C@H](C1=CC=CC=C1)C1=CC=CS1
CN1CCOCC1(C)CN
NC1=C(N=NC2=CC=C3C(O)=C(N=NC4=CC(N=NC5=C(O)N(C6=CC=C(S(=O)(=O)O)C=C6)N=C5C(=O)O)=C(S(=O)(=O)O)C=C4Cl)C(S(=O)(=O)O)=CC3=C2S(=O)(=O)O)C=C(S(=O)(=O)O)C2=CC(SOOO)=C(N=NC3=CC(OS(=O)O)=CC([N+](=O)[O-])=C3OCCCS(=O)(=O)O)C(O)=C12
CC(C)(C)C(NC1=C(/N=C2\C=CC=C(C(=O)N3CCC[C@H]3CO)C2=O)N[S+]([O-])N1)C1=CC=CC=C1
CC1=CC(O)=C(C=O)C(O)=C1Cl
COC1=C(Cl)C(C)=C2OC3=C(Cl)C(O)=C(Cl)C(C)=C3C(=O)OC2=C1Cl
C=C1N(C)C(C)(C)NC1(C)C
CC1COC(CN)C(C)N1C
C=CCCC(=O)OC1=C(C)C2=C(OCO2)C2=C1[C@H]1SC[C@]3(NCCC4=CC(O)=C(OC)C=C43)C(=O)OC[C@@H]2N2C1C1C3=C(C=C(C)C(OC)=C3O)CC([C@@H]2C#N)N1C
COC(=O)CN(CC(=O)OC)C1=CC=CC=C1OCCOC1=CC(NS(=O)(=O)C2=C3OC4=CC(N)=CC=C4C(C4=CC=CC=C4C=O)=C3C=CC2=N)=CC=C1N(CC(=O)OC)CC(=O)OC
CN(CC(=O)O)C(=O)C1=CC=CC(=NC2=C(NC(C3=CC=CC=C3)C(C)(C)C)N[S+]([O-])N2)C1=O
COCCOC(=O)NCC(=O)N[C@H]1C([C@H](O)[C@H](O)CO)O[C@@](C)(OP(C)(=O)OCC2O[C@@H](N3C=CC(N)=NC3=O)[C@H](O)[C@@H]2O)C[C@H]1O
COC(=O)C1=CC=CC=C1OCC(=O)N[C@H](C)C1=CC2=CC=CC=C2O1
CCC(C)(C)C1=NOC=C1
NC1=CC(Cl)=CC(OC2=C(Cl)C=CC(CNC(=O)C3=CC4=C5SCCOC5=CC=C4N3)=C2F)=C1
N#CC1=CC=CC(=NC2=C(NC3=CC=CC=C3)N[S+]([O-])N2)C1=O
CCN(CCNC(=O)COC(=O)CN1C(=O)C(=O)C2=CC=CC=C21)C1=CC=CC(C)=C1
CC1(C2=CC(F)=C(NC(=O)[C@@]3(F)CNC4=CC=CC=C4O3)C=C2O)CCCCC1
COC1=CC=C2C(=C1)C(CCC=O)=CN2S(=O)(=O)C1=CC=C(OC)C(OC)=C1
O=C(O)C(=CCl)CCl
C=CC(=O)/C=C/C[C@@H](CCCOCCCC)OCCCC
CC(C(=O)OC(C)(C)C)=C(F)CC1(C)CCCC2=CC=CC=C21
CCC(O)C(O)C(O)C(O)CC(C)(C)C
ClC1=CC=C2C=C1OCCCCCON1CCN(CC1)CC1CNC3=NC=NC(=C31)N2
O=C(O)C1=CC=CC2=CC(CO)=NN12
CC1=C(CN2C(C)C3=C(C4=C5C6=C3C3=C(C)C(C)=C(C)C(C)=C3N6C3(C)OC(C)(C(C)C3C)N5C3=C(C)C(CN5C(C)C6=C(C7=C(C8=C6C6=C(C)C(C)=C(C)C(C)=C6N8C)N(C)C6=C(C)C(C)=C(C)C(C)=C76)C5C)=C(C)C(C)=C43)C2C)C(C)=C2NC3=C(C4=C(C5=C3N(C3(C)OCC(C)C(C)C3C)C3=C(C)C(C)=C(C)C(C)=C53)C(C)N(C)C4C)C2=C1C
COC1=CC2=C(C=C1OC(=O)OC(C)(C)C)CCN[C@]21CS[C@@H]2C3=C(C4=C(OCO4)C(C)=C3OC(=O)OC(C)(C)C)[C@H](COC1=O)N1C2C2C3=C(C=C(C)C(OC)=C3OC(=O)OC(C)(C)C)CC([C@@H]1C#N)N2C
O=[Co].[CH2-]C.[CH2-]CC1=CC(C(C)(C)C)=C(O)C(C(C)(C)C)=C1
