input_target_molecule_smiles,mapped_input_target_molecule_smiles,target_substructure_smarts,substructure_atom_map,disconnection_map,synthon_a,synthon_a_label,synthon_b,synthon_b_label,synthon_a_building_block_class,synthon_a_building_block_label,synthon_b_building_block_class,synthon_b_building_block_label,synthon_a_building_block_smiles,synthon_a_building_block_cas,synthon_a_building_block_price,synthon_a_building_block_material,synthon_b_building_block_smiles,synthon_b_building_block_cas,synthon_b_building_block_price,synthon_b_building_block_material
C=CCNC1=NN=C(SCC(=O)N2CCN(C3=CC=C(O)C=C3)CC2)S1,C=CCNc1nnc([S:2][CH2:1]C(=O)N2CCN(c3ccc(O)cc3)CC2)s1,[C:1]-[S:2],"[1, 2]","[1, 2]",O=C(N1CCN(c2ccc(O)cc2)CC1)[CH3:1],1,C=CCNc1nnc([SH:2])s1,2,hydrogen,3,hydrogen,4,CC(=O)N1CCN(c2ccc(O)cc2)CC1,67914-60-7,28.30,511943-25G,C=CCNc1nnc(S)s1,91780-33-5,181.25,COMH04237575-500MG
COC(=O)C1=CC=CC=C1OCC(=O)NCCC1=CC=CC(Cl)=C1,COC(=O)c1ccccc1[O:2][CH2:1]C(=O)NCCc1cccc(Cl)c1,[C:1]-[O:2],"[1, 2]","[1, 2]",O=C(NCCc1cccc(Cl)c1)[CH3:1],1,COC(=O)c1ccccc1[OH:2],2,chloride,3,hydrogen,4,O=C(CCl)NCCc1cccc(Cl)c1,34162-15-7,77,CH4102153595-1G,COC(=O)c1ccccc1O,119-36-8,29.30,M2047-100ML
CC1CCC(C(C)(C)C2CCC(C3CO3)CC2)CC1,CC1CCC([C:1](C)(C)[CH:2]2CCC(C3CO3)CC2)CC1,[C:1]-[C:2],"[1, 2]","[1, 2]",CC1CCC([CH:1](C)C)CC1,1,C1C[CH2:2]CCC1C1CO1,2,alcohol,3,hydrogen,4,CC1CCC(C(C)(C)O)CC1,498-81-7,56.25,COM448624533-5G,C1CCC(C2CO2)CC1,3483-39-4,118.65,ENA424045436-100MG
CC1=CC(O)=C(C=O)C(O)=C1,O=Cc1c(O)c[c:1]([CH3:2])cc1O,[c:1]-[C:2],"[1, 2]","[1, 2]",O=Cc1c(O)c[cH:1]cc1O,1,[CH4:2],2,hydrogen,3,hydrogen,4,O=Cc1c(O)cccc1O,387-46-2,135.3,AMBH2D6F5229-5G,C,74-82-8,1610.00,463035-24L
CC1=CC(O)=C(C=O)C(O)=C1,O=Cc1c(O)c[c:1]([CH3:2])cc1O,[c:1]-[C:2],"[1, 2]","[1, 2]",O=Cc1c(O)c[cH:1]cc1O,1,[CH4:2],2,hydrogen,3,alcohol,4,O=Cc1c(O)cccc1O,387-46-2,135.3,AMBH2D6F5229-5G,CO,67-56-1,30.20,M3641-500ML
CC1=CC(O)=C(C=O)C(O)=C1,O=Cc1c(O)c[c:1]([CH3:2])cc1O,[c:1]-[C:2],"[1, 2]","[1, 2]",O=Cc1c(O)c[cH:1]cc1O,1,[CH4:2],2,hydrogen,3,amine,4,O=Cc1c(O)cccc1O,387-46-2,135.3,AMBH2D6F5229-5G,CN,74-89-5,40.10,534102-250ML
CC1=CC(O)=C(C=O)C(O)=C1,O=Cc1c(O)c[c:1]([CH3:2])cc1O,[c:1]-[C:2],"[1, 2]","[1, 2]",O=Cc1c(O)c[cH:1]cc1O,1,[CH4:2],2,hydrogen,3,acid,4,O=Cc1c(O)cccc1O,387-46-2,135.3,AMBH2D6F5229-5G,CC(=O)O,64-19-7,67.00,W200611-1KG-K
CC1=CC(O)=C(C=O)C(O)=C1,O=Cc1c(O)c[c:1]([CH3:2])cc1O,[c:1]-[C:2],"[1, 2]","[1, 2]",O=Cc1c(O)c[cH:1]cc1O,1,[CH4:2],2,hydrogen,3,chloride,4,O=Cc1c(O)cccc1O,387-46-2,135.3,AMBH2D6F5229-5G,CCl,74-87-3,252.00,294799-200ML
CC1=CC(O)=C(C=O)C(O)=C1,O=Cc1c(O)c[c:1]([CH3:2])cc1O,[c:1]-[C:2],"[1, 2]","[1, 2]",O=Cc1c(O)c[cH:1]cc1O,1,[CH4:2],2,hydrogen,3,bromide,4,O=Cc1c(O)cccc1O,387-46-2,135.3,AMBH2D6F5229-5G,CBr,74-83-9,24.10,48624
CC1=CC(O)=C(C=O)C(O)=C1,O=Cc1c(O)c[c:1]([CH3:2])cc1O,[c:1]-[C:2],"[1, 2]","[1, 2]",O=Cc1c(O)c[cH:1]cc1O,1,[CH4:2],2,hydrogen,3,iodide,4,O=Cc1c(O)cccc1O,387-46-2,135.3,AMBH2D6F5229-5G,CI,74-88-4,112.00,456756-100ML
CC1=CC(O)=C(C=O)C(O)=C1,O=Cc1c(O)c[c:1]([CH3:2])cc1O,[c:1]-[C:2],"[1, 2]","[1, 2]",O=Cc1c(O)c[cH:1]cc1O,1,[CH4:2],2,hydrogen,3,boronate,4,O=Cc1c(O)cccc1O,387-46-2,135.3,AMBH2D6F5229-5G,CB(O)O,13061-96-6,43.80,165336-1G
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)[c:1]([CH:2]=O)c(O)c1,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1cc(O)[cH:1]c(O)c1,1,O=[CH2:2],2,hydrogen,3,hydrogen,4,Cc1cc(O)cc(O)c1,504-15-4,43.10,447420-5G,C=O,50-00-0,28.90,252549-25ML
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)[c:1]([CH:2]=O)c(O)c1,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1cc(O)[cH:1]c(O)c1,1,O=[CH2:2],2,hydrogen,3,amine,4,Cc1cc(O)cc(O)c1,504-15-4,43.10,447420-5G,NC=O,,133.00,612707-1EA
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)[c:1]([CH:2]=O)c(O)c1,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1cc(O)[cH:1]c(O)c1,1,O=[CH2:2],2,hydrogen,3,acid,4,Cc1cc(O)cc(O)c1,504-15-4,43.10,447420-5G,O=CC(=O)O,298-12-4,37.80,260150-250G-A
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)[c:1]([CH:2]=O)c(O)c1,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1cc(O)[cH:1]c(O)c1,1,O=[CH2:2],2,alcohol,3,hydrogen,4,Cc1cc(O)c(O)c(O)c1,609-25-6,350,COM448667163-100MG,C=O,50-00-0,28.90,252549-25ML
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)[c:1]([CH:2]=O)c(O)c1,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1cc(O)[cH:1]c(O)c1,1,O=[CH2:2],2,alcohol,3,amine,4,Cc1cc(O)c(O)c(O)c1,609-25-6,350,COM448667163-100MG,NC=O,,133.00,612707-1EA
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)[c:1]([CH:2]=O)c(O)c1,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1cc(O)[cH:1]c(O)c1,1,O=[CH2:2],2,alcohol,3,acid,4,Cc1cc(O)c(O)c(O)c1,609-25-6,350,COM448667163-100MG,O=CC(=O)O,298-12-4,37.80,260150-250G-A
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)[c:1]([CH:2]=O)c(O)c1,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1cc(O)[cH:1]c(O)c1,1,O=[CH2:2],2,acid,3,hydrogen,4,Cc1cc(O)c(C(=O)O)c(O)c1,480-67-1,505.2,KEY128004238-10G,C=O,50-00-0,28.90,252549-25ML
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)[c:1]([CH:2]=O)c(O)c1,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1cc(O)[cH:1]c(O)c1,1,O=[CH2:2],2,acid,3,amine,4,Cc1cc(O)c(C(=O)O)c(O)c1,480-67-1,505.2,KEY128004238-10G,NC=O,,133.00,612707-1EA
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)[c:1]([CH:2]=O)c(O)c1,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1cc(O)[cH:1]c(O)c1,1,O=[CH2:2],2,acid,3,acid,4,Cc1cc(O)c(C(=O)O)c(O)c1,480-67-1,505.2,KEY128004238-10G,O=CC(=O)O,298-12-4,37.80,260150-250G-A
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)c(C=O)[c:1]([OH:2])c1,[c:1]-[O:2],"[1, 2]","[1, 2]",Cc1cc(O)c(C=O)[cH:1]c1,1,[OH2:2],2,hydrogen,3,hydrogen,4,Cc1ccc(C=O)c(O)c1,698-27-1,300.00,W369705-25G-K,O,7732-18-5,12.30,W3500-100ML
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)c(C=O)[c:1]([OH:2])c1,[c:1]-[O:2],"[1, 2]","[1, 2]",Cc1cc(O)c(C=O)[cH:1]c1,1,[OH2:2],2,hydrogen,3,alcohol,4,Cc1ccc(C=O)c(O)c1,698-27-1,300.00,W369705-25G-K,OO,7722-84-1,45.20,H1009-5ML
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)c(C=O)[c:1]([OH:2])c1,[c:1]-[O:2],"[1, 2]","[1, 2]",Cc1cc(O)c(C=O)[cH:1]c1,1,[OH2:2],2,hydrogen,3,amine,4,Cc1ccc(C=O)c(O)c1,698-27-1,300.00,W369705-25G-K,NO,7803-49-8,42.80,467804-10ML
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)c(C=O)[c:1]([OH:2])c1,[c:1]-[O:2],"[1, 2]","[1, 2]",Cc1cc(O)c(C=O)[cH:1]c1,1,[OH2:2],2,hydrogen,3,boronate,4,Cc1ccc(C=O)c(O)c1,698-27-1,300.00,W369705-25G-K,OB(O)O,10043-35-3,55.30,B6768-500G
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)c(C=O)[c:1]([OH:2])c1,[c:1]-[O:2],"[1, 2]","[1, 2]",Cc1cc(O)c(C=O)[cH:1]c1,1,[OH2:2],2,alcohol,3,hydrogen,4,Cc1cc(O)c(C=O)c(O)c1,526-37-4,357.00,77236-10MG,O,7732-18-5,12.30,W3500-100ML
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)c(C=O)[c:1]([OH:2])c1,[c:1]-[O:2],"[1, 2]","[1, 2]",Cc1cc(O)c(C=O)[cH:1]c1,1,[OH2:2],2,alcohol,3,alcohol,4,Cc1cc(O)c(C=O)c(O)c1,526-37-4,357.00,77236-10MG,OO,7722-84-1,45.20,H1009-5ML
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)c(C=O)[c:1]([OH:2])c1,[c:1]-[O:2],"[1, 2]","[1, 2]",Cc1cc(O)c(C=O)[cH:1]c1,1,[OH2:2],2,alcohol,3,amine,4,Cc1cc(O)c(C=O)c(O)c1,526-37-4,357.00,77236-10MG,NO,7803-49-8,42.80,467804-10ML
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)c(C=O)[c:1]([OH:2])c1,[c:1]-[O:2],"[1, 2]","[1, 2]",Cc1cc(O)c(C=O)[cH:1]c1,1,[OH2:2],2,alcohol,3,boronate,4,Cc1cc(O)c(C=O)c(O)c1,526-37-4,357.00,77236-10MG,OB(O)O,10043-35-3,55.30,B6768-500G
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)c(C=O)[c:1]([OH:2])c1,[c:1]-[O:2],"[1, 2]","[1, 2]",Cc1cc(O)c(C=O)[cH:1]c1,1,[OH2:2],2,bromide,3,hydrogen,4,Cc1cc(O)c(C=O)c(Br)c1,139976-21-9,192.5,AMBH581769DA-100MG,O,7732-18-5,12.30,W3500-100ML
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)c(C=O)[c:1]([OH:2])c1,[c:1]-[O:2],"[1, 2]","[1, 2]",Cc1cc(O)c(C=O)[cH:1]c1,1,[OH2:2],2,bromide,3,alcohol,4,Cc1cc(O)c(C=O)c(Br)c1,139976-21-9,192.5,AMBH581769DA-100MG,OO,7722-84-1,45.20,H1009-5ML
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)c(C=O)[c:1]([OH:2])c1,[c:1]-[O:2],"[1, 2]","[1, 2]",Cc1cc(O)c(C=O)[cH:1]c1,1,[OH2:2],2,bromide,3,amine,4,Cc1cc(O)c(C=O)c(Br)c1,139976-21-9,192.5,AMBH581769DA-100MG,NO,7803-49-8,42.80,467804-10ML
CC1=CC(O)=C(C=O)C(O)=C1,Cc1cc(O)c(C=O)[c:1]([OH:2])c1,[c:1]-[O:2],"[1, 2]","[1, 2]",Cc1cc(O)c(C=O)[cH:1]c1,1,[OH2:2],2,bromide,3,boronate,4,Cc1cc(O)c(C=O)c(Br)c1,139976-21-9,192.5,AMBH581769DA-100MG,OB(O)O,10043-35-3,55.30,B6768-500G
COC(=O)C1=CC=CC=C1OCC1=CSC(C2=CC=C(C)C=C2)=N1,COC(=O)c1ccccc1O[CH2:2][c:1]1csc(-c2ccc(C)cc2)n1,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1ccc(-c2n[cH:1]cs2)cc1,1,COC(=O)c1ccccc1O[CH3:2],2,hydrogen,3,hydrogen,4,Cc1ccc(-c2nccs2)cc1,27088-83-1,1440.0,CO1H324A9B98-25G,COC(=O)c1ccccc1OC,606-45-1,176.00,W271705-100G-K
COC(=O)C1=CC=CC=C1OCC1=CSC(C2=CC=C(C)C=C2)=N1,COC(=O)c1ccccc1O[CH2:2][c:1]1csc(-c2ccc(C)cc2)n1,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1ccc(-c2n[cH:1]cs2)cc1,1,COC(=O)c1ccccc1O[CH3:2],2,alcohol,3,hydrogen,4,Cc1ccc(-c2nc(O)cs2)cc1,,1800.0,CO1H324A8C8F-1G,COC(=O)c1ccccc1OC,606-45-1,176.00,W271705-100G-K
COC(=O)C1=CC=CC=C1OCC1=CSC(C2=CC=C(C)C=C2)=N1,COC(=O)c1ccccc1O[CH2:2][c:1]1csc(-c2ccc(C)cc2)n1,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1ccc(-c2n[cH:1]cs2)cc1,1,COC(=O)c1ccccc1O[CH3:2],2,amine,3,hydrogen,4,Cc1ccc(-c2nc(N)cs2)cc1,,1080.0,CO1H324A8C8E-500MG,COC(=O)c1ccccc1OC,606-45-1,176.00,W271705-100G-K
COC(=O)C1=CC=CC=C1OCC1=CSC(C2=CC=C(C)C=C2)=N1,COC(=O)c1ccccc1O[CH2:2][c:1]1csc(-c2ccc(C)cc2)n1,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1ccc(-c2n[cH:1]cs2)cc1,1,COC(=O)c1ccccc1O[CH3:2],2,acid,3,hydrogen,4,Cc1ccc(-c2nc(C(=O)O)cs2)cc1,17228-99-8,93.6,KEY003447636-1G,COC(=O)c1ccccc1OC,606-45-1,176.00,W271705-100G-K
COC(=O)C1=CC=CC=C1OCC1=CSC(C2=CC=C(C)C=C2)=N1,COC(=O)c1ccccc1O[CH2:2][c:1]1csc(-c2ccc(C)cc2)n1,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1ccc(-c2n[cH:1]cs2)cc1,1,COC(=O)c1ccccc1O[CH3:2],2,bromide,3,hydrogen,4,Cc1ccc(-c2nc(Br)cs2)cc1,,360.0,CO1H324A8C71-1G,COC(=O)c1ccccc1OC,606-45-1,176.00,W271705-100G-K
COC(=O)C1=CC=CC=C1OCC1=CSC(C2=CC=C(C)C=C2)=N1,COC(=O)c1cccc[c:1]1[O:2]Cc1csc(-c2ccc(C)cc2)n1,[c:1]-[O:2],"[1, 2]","[1, 2]",COC(=O)c1cccc[cH:1]1,1,Cc1ccc(-c2nc(C[OH:2])cs2)cc1,2,hydrogen,3,hydrogen,4,COC(=O)c1ccccc1,93-58-3,24.40,M29908-25G,Cc1ccc(-c2nc(CO)cs2)cc1,36093-97-7,210,JWPH3249EC46-500MG
COC(=O)C1=CC=CC=C1OCC1=CSC(C2=CC=C(C)C=C2)=N1,COC(=O)c1cccc[c:1]1[O:2]Cc1csc(-c2ccc(C)cc2)n1,[c:1]-[O:2],"[1, 2]","[1, 2]",COC(=O)c1cccc[cH:1]1,1,Cc1ccc(-c2nc(C[OH:2])cs2)cc1,2,alcohol,3,hydrogen,4,COC(=O)c1ccccc1O,119-36-8,29.30,M2047-100ML,Cc1ccc(-c2nc(CO)cs2)cc1,36093-97-7,210,JWPH3249EC46-500MG
COC(=O)C1=CC=CC=C1OCC1=CSC(C2=CC=C(C)C=C2)=N1,COC(=O)c1cccc[c:1]1[O:2]Cc1csc(-c2ccc(C)cc2)n1,[c:1]-[O:2],"[1, 2]","[1, 2]",COC(=O)c1cccc[cH:1]1,1,Cc1ccc(-c2nc(C[OH:2])cs2)cc1,2,amine,3,hydrogen,4,COC(=O)c1ccccc1N,134-20-3,73.70,236454-50G,Cc1ccc(-c2nc(CO)cs2)cc1,36093-97-7,210,JWPH3249EC46-500MG
COC(=O)C1=CC=CC=C1OCC1=CSC(C2=CC=C(C)C=C2)=N1,COC(=O)c1cccc[c:1]1[O:2]Cc1csc(-c2ccc(C)cc2)n1,[c:1]-[O:2],"[1, 2]","[1, 2]",COC(=O)c1cccc[cH:1]1,1,Cc1ccc(-c2nc(C[OH:2])cs2)cc1,2,acid,3,hydrogen,4,COC(=O)c1ccccc1C(=O)O,4376-18-5,24.00,36926-100MG,Cc1ccc(-c2nc(CO)cs2)cc1,36093-97-7,210,JWPH3249EC46-500MG
COC(=O)C1=CC=CC=C1OCC1=CSC(C2=CC=C(C)C=C2)=N1,COC(=O)c1cccc[c:1]1[O:2]Cc1csc(-c2ccc(C)cc2)n1,[c:1]-[O:2],"[1, 2]","[1, 2]",COC(=O)c1cccc[cH:1]1,1,Cc1ccc(-c2nc(C[OH:2])cs2)cc1,2,chloride,3,hydrogen,4,COC(=O)c1ccccc1Cl,610-96-8,61.90,465194-25ML,Cc1ccc(-c2nc(CO)cs2)cc1,36093-97-7,210,JWPH3249EC46-500MG
COC(=O)C1=CC=CC=C1OCC1=CSC(C2=CC=C(C)C=C2)=N1,COC(=O)c1cccc[c:1]1[O:2]Cc1csc(-c2ccc(C)cc2)n1,[c:1]-[O:2],"[1, 2]","[1, 2]",COC(=O)c1cccc[cH:1]1,1,Cc1ccc(-c2nc(C[OH:2])cs2)cc1,2,bromide,3,hydrogen,4,COC(=O)c1ccccc1Br,610-94-6,26.40,387851-5ML,Cc1ccc(-c2nc(CO)cs2)cc1,36093-97-7,210,JWPH3249EC46-500MG
COC(=O)C1=CC=CC=C1OCC1=CSC(C2=CC=C(C)C=C2)=N1,COC(=O)c1cccc[c:1]1[O:2]Cc1csc(-c2ccc(C)cc2)n1,[c:1]-[O:2],"[1, 2]","[1, 2]",COC(=O)c1cccc[cH:1]1,1,Cc1ccc(-c2nc(C[OH:2])cs2)cc1,2,iodide,3,hydrogen,4,COC(=O)c1ccccc1I,610-97-9,140.00,532851-50G,Cc1ccc(-c2nc(CO)cs2)cc1,36093-97-7,210,JWPH3249EC46-500MG
COC(=O)C1=CC=CC=C1OCC1=CSC(C2=CC=C(C)C=C2)=N1,COC(=O)c1cccc[c:1]1[O:2]Cc1csc(-c2ccc(C)cc2)n1,[c:1]-[O:2],"[1, 2]","[1, 2]",COC(=O)c1cccc[cH:1]1,1,Cc1ccc(-c2nc(C[OH:2])cs2)cc1,2,boronate,3,hydrogen,4,COC(=O)c1ccccc1B(O)O,374538-03-1,46.20,683809-1G,Cc1ccc(-c2nc(CO)cs2)cc1,36093-97-7,210,JWPH3249EC46-500MG
COC(=O)C1=CC=CC=C1OCC1=CSC(C2=CC=C(C)C=C2)=N1,COC(=O)c1ccccc1[O:2][CH2:1]c1csc(-c2ccc(C)cc2)n1,[C:1]-[O:2],"[1, 2]","[1, 2]",Cc1ccc(-c2nc([CH3:1])cs2)cc1,1,COC(=O)c1ccccc1[OH:2],2,alcohol,3,hydrogen,4,Cc1ccc(-c2nc(CO)cs2)cc1,36093-97-7,210.0,JWPH3249EC46-500MG,COC(=O)c1ccccc1O,119-36-8,29.30,M2047-100ML
COC(=O)C1=CC=CC=C1OCC1=CSC(C2=CC=C(C)C=C2)=N1,COC(=O)c1ccccc1[O:2][CH2:1]c1csc(-c2ccc(C)cc2)n1,[C:1]-[O:2],"[1, 2]","[1, 2]",Cc1ccc(-c2nc([CH3:1])cs2)cc1,1,COC(=O)c1ccccc1[OH:2],2,acid,3,hydrogen,4,Cc1ccc(-c2nc(CC(=O)O)cs2)cc1,16441-30-8,275.0,COMH042397C8-500MG,COC(=O)c1ccccc1O,119-36-8,29.30,M2047-100ML
COC(=O)C1=CC=CC=C1OCC1=CSC(C2=CC=C(C)C=C2)=N1,COC(=O)c1ccccc1[O:2][CH2:1]c1csc(-c2ccc(C)cc2)n1,[C:1]-[O:2],"[1, 2]","[1, 2]",Cc1ccc(-c2nc([CH3:1])cs2)cc1,1,COC(=O)c1ccccc1[OH:2],2,chloride,3,hydrogen,4,Cc1ccc(-c2nc(CCl)cs2)cc1,35199-18-9,203.5,CH4017936635-1G,COC(=O)c1ccccc1O,119-36-8,29.30,M2047-100ML
CCOC1=CC(C(=O)OCC(=O)NCC2=CC=C(N(C)C)C=C2)=CC=C1OC(F)F,CCOc1cc(C(=O)[O:2][CH2:1]C(=O)NCc2ccc(N(C)C)cc2)ccc1OC(F)F,[C:1]-[O:2],"[1, 2]","[1, 2]",CN(C)c1ccc(CNC(=O)[CH3:1])cc1,1,CCOc1cc(C(=O)[OH:2])ccc1OC(F)F,2,bromide,3,hydrogen,4,CN(C)c1ccc(CNC(=O)CBr)cc1,1339403-46-1,225,COMH042396A7-1G,CCOc1cc(C(=O)O)ccc1OC(F)F,162401-63-0,149.1,ENA024296031-250MG
C=C(C)C(=O)OC1=CC=C(N(C2=CC=CC=C2)C2=CC=C(C=O)C=C2)C=C1,C=C(C)C(=O)Oc1cc[c:1]([N:2](c2ccccc2)c2ccc(C=O)cc2)cc1,[c:1]-[N:2],"[1, 2]","[1, 2]",C=C(C)C(=O)Oc1cc[cH:1]cc1,1,O=Cc1ccc([NH:2]c2ccccc2)cc1,2,hydrogen,3,hydrogen,4,C=C(C)C(=O)Oc1ccccc1,2177-70-0,182.00,392162-15ML,O=Cc1ccc(Nc2ccccc2)cc1,100727-07-9,684.25,ADVH7F37FC7A-250MG
C=C(C)C(=O)OC1=CC=C(N(C2=CC=CC=C2)C2=CC=C(C=O)C=C2)C=C1,C=C(C)C(=O)[O:2][c:1]1ccc(N(c2ccccc2)c2ccc(C=O)cc2)cc1,[c:1]-[O:2],"[1, 2]","[1, 2]",O=Cc1ccc(N(c2ccccc2)c2cc[cH:1]cc2)cc1,1,C=C(C)C(=O)[OH:2],2,hydrogen,3,hydrogen,4,O=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1,4181-05-9,126.00,647209-5G,C=C(C)C(=O)O,79-41-4,14.90,155721-5G
CCC(C)(C)NC(=O)COC1=CC=C(C(C)=O)C=C1,CCC(C)(C)N[C:1](=O)[CH2:2]Oc1ccc(C(C)=O)cc1,[C:1]-[C:2],"[1, 2]","[1, 2]",CCC(C)(C)N[CH:1]=O,1,CC(=O)c1ccc(O[CH3:2])cc1,2,acid,3,hydrogen,4,CCC(C)(C)NC(=O)C(=O)O,1015846-69-1,146.3,CH4182076759-5G,COc1ccc(C(C)=O)cc1,100-06-1,26.40,117374-5G
CCC(C)(C)NC(=O)COC1=CC=C(C(C)=O)C=C1,CCC(C)(C)N[C:1](=O)[CH2:2]Oc1ccc(C(C)=O)cc1,[C:1]-[C:2],"[1, 2]","[1, 2]",CCC(C)(C)N[CH:1]=O,1,CC(=O)c1ccc(O[CH3:2])cc1,2,acid,3,acid,4,CCC(C)(C)NC(=O)C(=O)O,1015846-69-1,146.3,CH4182076759-5G,CC(=O)c1ccc(OCC(=O)O)cc1,1878-81-5,50.40,393819-5G
CCC(C)(C)NC(=O)COC1=CC=C(C(C)=O)C=C1,CC[C:1](C)(C)[NH:2]C(=O)COc1ccc(C(C)=O)cc1,[C:1]-[N:2],"[1, 2]","[1, 2]",CC[CH:1](C)C,1,CC(=O)c1ccc(OCC(=O)[NH2:2])cc1,2,hydrogen,3,hydrogen,4,CCC(C)C,78-78-4,88.20,277258-100ML,CC(=O)c1ccc(OCC(N)=O)cc1,42017-88-9,225.5,CH4017936708-5G
CCC(C)(C)NC(=O)COC1=CC=C(C(C)=O)C=C1,CC[C:1](C)(C)[NH:2]C(=O)COc1ccc(C(C)=O)cc1,[C:1]-[N:2],"[1, 2]","[1, 2]",CC[CH:1](C)C,1,CC(=O)c1ccc(OCC(=O)[NH2:2])cc1,2,alcohol,3,hydrogen,4,CCC(C)(C)O,75-85-4,58.70,240486-5ML,CC(=O)c1ccc(OCC(N)=O)cc1,42017-88-9,225.5,CH4017936708-5G
CCC(C)(C)NC(=O)COC1=CC=C(C(C)=O)C=C1,CC[C:1](C)(C)[NH:2]C(=O)COc1ccc(C(C)=O)cc1,[C:1]-[N:2],"[1, 2]","[1, 2]",CC[CH:1](C)C,1,CC(=O)c1ccc(OCC(=O)[NH2:2])cc1,2,amine,3,hydrogen,4,CCC(C)(C)N,594-39-8,74.90,176990-25G,CC(=O)c1ccc(OCC(N)=O)cc1,42017-88-9,225.5,CH4017936708-5G
CCC(C)(C)NC(=O)COC1=CC=C(C(C)=O)C=C1,CC[C:1](C)(C)[NH:2]C(=O)COc1ccc(C(C)=O)cc1,[C:1]-[N:2],"[1, 2]","[1, 2]",CC[CH:1](C)C,1,CC(=O)c1ccc(OCC(=O)[NH2:2])cc1,2,acid,3,hydrogen,4,CCC(C)(C)C(=O)O,595-37-9,57.20,D152609-25ML,CC(=O)c1ccc(OCC(N)=O)cc1,42017-88-9,225.5,CH4017936708-5G
CCC(C)(C)NC(=O)COC1=CC=C(C(C)=O)C=C1,CC[C:1](C)(C)[NH:2]C(=O)COc1ccc(C(C)=O)cc1,[C:1]-[N:2],"[1, 2]","[1, 2]",CC[CH:1](C)C,1,CC(=O)c1ccc(OCC(=O)[NH2:2])cc1,2,chloride,3,hydrogen,4,CCC(C)(C)Cl,594-36-5,77.60,277029-25G,CC(=O)c1ccc(OCC(N)=O)cc1,42017-88-9,225.5,CH4017936708-5G
CCC(C)(C)NC(=O)COC1=CC=C(C(C)=O)C=C1,CC[C:1](C)(C)[NH:2]C(=O)COc1ccc(C(C)=O)cc1,[C:1]-[N:2],"[1, 2]","[1, 2]",CC[CH:1](C)C,1,CC(=O)c1ccc(OCC(=O)[NH2:2])cc1,2,bromide,3,hydrogen,4,CCC(C)(C)Br,507-36-8,29.20,306878-5G,CC(=O)c1ccc(OCC(N)=O)cc1,42017-88-9,225.5,CH4017936708-5G
CCC(C)(C)NC(=O)COC1=CC=C(C(C)=O)C=C1,CC[C:1](C)(C)[NH:2]C(=O)COc1ccc(C(C)=O)cc1,[C:1]-[N:2],"[1, 2]","[1, 2]",CC[CH:1](C)C,1,CC(=O)c1ccc(OCC(=O)[NH2:2])cc1,2,iodide,3,hydrogen,4,CCC(C)(C)I,594-38-7,56.7,ENA946832316-100MG,CC(=O)c1ccc(OCC(N)=O)cc1,42017-88-9,225.5,CH4017936708-5G
CCC(C)(C)NC(=O)COC1=CC=C(C(C)=O)C=C1,CCC(C)(C)[NH:2][C:1](=O)COc1ccc(C(C)=O)cc1,[C:1]-[N:2],"[1, 2]","[1, 2]",CC(=O)c1ccc(OC[CH:1]=O)cc1,1,CCC(C)(C)[NH2:2],2,amine,3,hydrogen,4,CC(=O)c1ccc(OCC(N)=O)cc1,42017-88-9,225.5,CH4017936708-5G,CCC(C)(C)N,594-39-8,74.90,176990-25G
