input_target_molecule_smiles,mapped_input_target_molecule_smiles,target_substructure_smarts,substructure_atom_map,disconnection_map,synthon_a,synthon_a_label,synthon_b,synthon_b_label,synthon_a_building_block_class,synthon_a_building_block_label,synthon_b_building_block_class,synthon_b_building_block_label,synthon_a_building_block_smiles,synthon_a_building_block_cas,synthon_a_building_block_price,synthon_a_building_block_material,synthon_b_building_block_smiles,synthon_b_building_block_cas,synthon_b_building_block_price,synthon_b_building_block_material
O=C(NCC1CCCCC1)C1=CC=CC2=NC(CCl)=CN12,O=[C:2](NCC1CCCCC1)[c:1]1cccc2nc(CCl)cn21,[c:1]-[C:2],"[1, 2]","[1, 2]",ClCc1cn2c(ccc[cH:1]2)n1,1,O=[CH:2]NCC1CCCCC1,2,hydrogen,3,amine,4,ClCc1cn2ccccc2n1,57892-76-9,432,JWPH3249DFB8-5G,NC(=O)NCC1CCCCC1,5472-36-6,438.9,ENA313839653-2.5G
O=C(NCC1CCCCC1)C1=CC=CC2=NC(CCl)=CN12,O=[C:2](NCC1CCCCC1)[c:1]1cccc2nc(CCl)cn21,[c:1]-[C:2],"[1, 2]","[1, 2]",ClCc1cn2c(ccc[cH:1]2)n1,1,O=[CH:2]NCC1CCCCC1,2,bromide,3,amine,4,ClCc1cn2c(Br)cccc2n1,885275-97-8,375.00,SYX00145-1G,NC(=O)NCC1CCCCC1,5472-36-6,438.9,ENA313839653-2.5G
COC(=O)C1=C(C)C=C(O)C(C)=C1O,CO[C:2](=O)[c:1]1c(C)cc(O)c(C)c1O,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1c(O)cc(C)[cH:1]c1O,1,CO[CH:2]=O,2,hydrogen,3,hydrogen,4,Cc1cc(O)c(C)c(O)c1,488-87-9,80.30,378275-1G,COC=O,107-31-3,61.10,291056-100ML
COC(=O)C1=C(C)C=C(O)C(C)=C1O,CO[C:2](=O)[c:1]1c(C)cc(O)c(C)c1O,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1c(O)cc(C)[cH:1]c1O,1,CO[CH:2]=O,2,hydrogen,3,amine,4,Cc1cc(O)c(C)c(O)c1,488-87-9,80.30,378275-1G,COC(N)=O,598-55-0,21.00,246352-100G
COC(=O)C1=C(C)C=C(O)C(C)=C1O,CO[C:2](=O)[c:1]1c(C)cc(O)c(C)c1O,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1c(O)cc(C)[cH:1]c1O,1,CO[CH:2]=O,2,hydrogen,3,acid,4,Cc1cc(O)c(C)c(O)c1,488-87-9,80.30,378275-1G,COC(=O)C(=O)O,600-23-7,375.9,ENAH03BB3104-5G
COC(=O)C1=C(C)C=C(O)C(C)=C1O,CO[C:2](=O)[c:1]1c(C)cc(O)c(C)c1O,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1c(O)cc(C)[cH:1]c1O,1,CO[CH:2]=O,2,hydrogen,3,chloride,4,Cc1cc(O)c(C)c(O)c1,488-87-9,80.30,378275-1G,COC(=O)Cl,79-22-1,27.30,M35304-5G
COC(=O)C1=C(C)C=C(O)C(C)=C1O,CO[C:2](=O)[c:1]1c(C)cc(O)c(C)c1O,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1c(O)cc(C)[cH:1]c1O,1,CO[CH:2]=O,2,acid,3,hydrogen,4,Cc1cc(O)c(C)c(O)c1C(=O)O,4707-46-4,184.8,AMBH58064581-250MG,COC=O,107-31-3,61.10,291056-100ML
COC(=O)C1=C(C)C=C(O)C(C)=C1O,CO[C:2](=O)[c:1]1c(C)cc(O)c(C)c1O,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1c(O)cc(C)[cH:1]c1O,1,CO[CH:2]=O,2,acid,3,amine,4,Cc1cc(O)c(C)c(O)c1C(=O)O,4707-46-4,184.8,AMBH58064581-250MG,COC(N)=O,598-55-0,21.00,246352-100G
COC(=O)C1=C(C)C=C(O)C(C)=C1O,CO[C:2](=O)[c:1]1c(C)cc(O)c(C)c1O,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1c(O)cc(C)[cH:1]c1O,1,CO[CH:2]=O,2,acid,3,acid,4,Cc1cc(O)c(C)c(O)c1C(=O)O,4707-46-4,184.8,AMBH58064581-250MG,COC(=O)C(=O)O,600-23-7,375.9,ENAH03BB3104-5G
COC(=O)C1=C(C)C=C(O)C(C)=C1O,CO[C:2](=O)[c:1]1c(C)cc(O)c(C)c1O,[c:1]-[C:2],"[1, 2]","[1, 2]",Cc1c(O)cc(C)[cH:1]c1O,1,CO[CH:2]=O,2,acid,3,chloride,4,Cc1cc(O)c(C)c(O)c1C(=O)O,4707-46-4,184.8,AMBH58064581-250MG,COC(=O)Cl,79-22-1,27.30,M35304-5G
COC(=O)C1=C(C)C=C(O)C(C)=C1O,COC(=O)c1c(C)cc(O)[c:1]([CH3:2])c1O,[c:1]-[C:2],"[1, 2]","[1, 2]",COC(=O)c1c(C)cc(O)[cH:1]c1O,1,[CH4:2],2,hydrogen,3,hydrogen,4,COC(=O)c1c(C)cc(O)cc1O,3187-58-4,387.5,COM497517061-1G,C,74-82-8,1610.00,463035-24L
COC(=O)C1=C(C)C=C(O)C(C)=C1O,COC(=O)c1c(C)cc(O)[c:1]([CH3:2])c1O,[c:1]-[C:2],"[1, 2]","[1, 2]",COC(=O)c1c(C)cc(O)[cH:1]c1O,1,[CH4:2],2,hydrogen,3,alcohol,4,COC(=O)c1c(C)cc(O)cc1O,3187-58-4,387.5,COM497517061-1G,CO,67-56-1,30.20,M3641-500ML
COC(=O)C1=C(C)C=C(O)C(C)=C1O,COC(=O)c1c(C)cc(O)[c:1]([CH3:2])c1O,[c:1]-[C:2],"[1, 2]","[1, 2]",COC(=O)c1c(C)cc(O)[cH:1]c1O,1,[CH4:2],2,hydrogen,3,amine,4,COC(=O)c1c(C)cc(O)cc1O,3187-58-4,387.5,COM497517061-1G,CN,74-89-5,40.10,534102-250ML
COC(=O)C1=C(C)C=C(O)C(C)=C1O,COC(=O)c1c(C)cc(O)[c:1]([CH3:2])c1O,[c:1]-[C:2],"[1, 2]","[1, 2]",COC(=O)c1c(C)cc(O)[cH:1]c1O,1,[CH4:2],2,hydrogen,3,acid,4,COC(=O)c1c(C)cc(O)cc1O,3187-58-4,387.5,COM497517061-1G,CC(=O)O,64-19-7,67.00,W200611-1KG-K
COC(=O)C1=C(C)C=C(O)C(C)=C1O,COC(=O)c1c(C)cc(O)[c:1]([CH3:2])c1O,[c:1]-[C:2],"[1, 2]","[1, 2]",COC(=O)c1c(C)cc(O)[cH:1]c1O,1,[CH4:2],2,hydrogen,3,chloride,4,COC(=O)c1c(C)cc(O)cc1O,3187-58-4,387.5,COM497517061-1G,CCl,74-87-3,252.00,294799-200ML
COC(=O)C1=C(C)C=C(O)C(C)=C1O,COC(=O)c1c(C)cc(O)[c:1]([CH3:2])c1O,[c:1]-[C:2],"[1, 2]","[1, 2]",COC(=O)c1c(C)cc(O)[cH:1]c1O,1,[CH4:2],2,hydrogen,3,bromide,4,COC(=O)c1c(C)cc(O)cc1O,3187-58-4,387.5,COM497517061-1G,CBr,74-83-9,24.10,48624
COC(=O)C1=C(C)C=C(O)C(C)=C1O,COC(=O)c1c(C)cc(O)[c:1]([CH3:2])c1O,[c:1]-[C:2],"[1, 2]","[1, 2]",COC(=O)c1c(C)cc(O)[cH:1]c1O,1,[CH4:2],2,hydrogen,3,iodide,4,COC(=O)c1c(C)cc(O)cc1O,3187-58-4,387.5,COM497517061-1G,CI,74-88-4,112.00,456756-100ML
COC(=O)C1=C(C)C=C(O)C(C)=C1O,COC(=O)c1c(C)cc(O)[c:1]([CH3:2])c1O,[c:1]-[C:2],"[1, 2]","[1, 2]",COC(=O)c1c(C)cc(O)[cH:1]c1O,1,[CH4:2],2,hydrogen,3,boronate,4,COC(=O)c1c(C)cc(O)cc1O,3187-58-4,387.5,COM497517061-1G,CB(O)O,13061-96-6,43.80,165336-1G
COC(=O)C1=C(C)C=C(O)C(C)=C1O,COC(=O)c1c(C)c[c:1]([OH:2])c(C)c1O,[c:1]-[O:2],"[1, 2]","[1, 2]",COC(=O)c1c(C)c[cH:1]c(C)c1O,1,[OH2:2],2,alcohol,3,hydrogen,4,COC(=O)c1c(C)cc(O)c(C)c1O,4707-47-5,40.00,W523305-SAMPLE,O,7732-18-5,12.30,W3500-100ML
COC(=O)C1=C(C)C=C(O)C(C)=C1O,COC(=O)c1c(C)c[c:1]([OH:2])c(C)c1O,[c:1]-[O:2],"[1, 2]","[1, 2]",COC(=O)c1c(C)c[cH:1]c(C)c1O,1,[OH2:2],2,alcohol,3,alcohol,4,COC(=O)c1c(C)cc(O)c(C)c1O,4707-47-5,40.00,W523305-SAMPLE,OO,7722-84-1,45.20,H1009-5ML
COC(=O)C1=C(C)C=C(O)C(C)=C1O,COC(=O)c1c(C)c[c:1]([OH:2])c(C)c1O,[c:1]-[O:2],"[1, 2]","[1, 2]",COC(=O)c1c(C)c[cH:1]c(C)c1O,1,[OH2:2],2,alcohol,3,amine,4,COC(=O)c1c(C)cc(O)c(C)c1O,4707-47-5,40.00,W523305-SAMPLE,NO,7803-49-8,42.80,467804-10ML
COC(=O)C1=C(C)C=C(O)C(C)=C1O,COC(=O)c1c(C)c[c:1]([OH:2])c(C)c1O,[c:1]-[O:2],"[1, 2]","[1, 2]",COC(=O)c1c(C)c[cH:1]c(C)c1O,1,[OH2:2],2,alcohol,3,boronate,4,COC(=O)c1c(C)cc(O)c(C)c1O,4707-47-5,40.00,W523305-SAMPLE,OB(O)O,10043-35-3,55.30,B6768-500G
COC(=O)C1=C(C)C=C(O)C(C)=C1O,COC(=O)c1c(C)cc(O)c(C)[c:1]1[OH:2],[c:1]-[O:2],"[1, 2]","[1, 2]",COC(=O)c1c(C)cc(O)c(C)[cH:1]1,1,[OH2:2],2,hydrogen,3,hydrogen,4,COC(=O)c1cc(C)c(O)cc1C,27023-05-8,112.2,AMBH303C5A3E-250MG,O,7732-18-5,12.30,W3500-100ML
COC(=O)C1=C(C)C=C(O)C(C)=C1O,COC(=O)c1c(C)cc(O)c(C)[c:1]1[OH:2],[c:1]-[O:2],"[1, 2]","[1, 2]",COC(=O)c1c(C)cc(O)c(C)[cH:1]1,1,[OH2:2],2,hydrogen,3,alcohol,4,COC(=O)c1cc(C)c(O)cc1C,27023-05-8,112.2,AMBH303C5A3E-250MG,OO,7722-84-1,45.20,H1009-5ML
COC(=O)C1=C(C)C=C(O)C(C)=C1O,COC(=O)c1c(C)cc(O)c(C)[c:1]1[OH:2],[c:1]-[O:2],"[1, 2]","[1, 2]",COC(=O)c1c(C)cc(O)c(C)[cH:1]1,1,[OH2:2],2,hydrogen,3,amine,4,COC(=O)c1cc(C)c(O)cc1C,27023-05-8,112.2,AMBH303C5A3E-250MG,NO,7803-49-8,42.80,467804-10ML
COC(=O)C1=C(C)C=C(O)C(C)=C1O,COC(=O)c1c(C)cc(O)c(C)[c:1]1[OH:2],[c:1]-[O:2],"[1, 2]","[1, 2]",COC(=O)c1c(C)cc(O)c(C)[cH:1]1,1,[OH2:2],2,hydrogen,3,boronate,4,COC(=O)c1cc(C)c(O)cc1C,27023-05-8,112.2,AMBH303C5A3E-250MG,OB(O)O,10043-35-3,55.30,B6768-500G
COC(=O)C1=C(C)C=C(O)C(C)=C1O,Cc1cc(O)c(C)c(O)c1C(=O)[O:2][CH3:1],[C:1]-[O:2],"[1, 2]","[1, 2]",[CH4:1],1,Cc1cc(O)c(C)c(O)c1C(=O)[OH:2],2,hydrogen,3,hydrogen,4,C,74-82-8,1610.00,463035-24L,Cc1cc(O)c(C)c(O)c1C(=O)O,4707-46-4,184.8,AMBH58064581-250MG
COC(=O)C1=C(C)C=C(O)C(C)=C1O,Cc1cc(O)c(C)c(O)c1C(=O)[O:2][CH3:1],[C:1]-[O:2],"[1, 2]","[1, 2]",[CH4:1],1,Cc1cc(O)c(C)c(O)c1C(=O)[OH:2],2,alcohol,3,hydrogen,4,CO,67-56-1,30.20,M3641-500ML,Cc1cc(O)c(C)c(O)c1C(=O)O,4707-46-4,184.8,AMBH58064581-250MG
COC(=O)C1=C(C)C=C(O)C(C)=C1O,Cc1cc(O)c(C)c(O)c1C(=O)[O:2][CH3:1],[C:1]-[O:2],"[1, 2]","[1, 2]",[CH4:1],1,Cc1cc(O)c(C)c(O)c1C(=O)[OH:2],2,amine,3,hydrogen,4,CN,74-89-5,40.10,534102-250ML,Cc1cc(O)c(C)c(O)c1C(=O)O,4707-46-4,184.8,AMBH58064581-250MG
COC(=O)C1=C(C)C=C(O)C(C)=C1O,Cc1cc(O)c(C)c(O)c1C(=O)[O:2][CH3:1],[C:1]-[O:2],"[1, 2]","[1, 2]",[CH4:1],1,Cc1cc(O)c(C)c(O)c1C(=O)[OH:2],2,acid,3,hydrogen,4,CC(=O)O,64-19-7,67.00,W200611-1KG-K,Cc1cc(O)c(C)c(O)c1C(=O)O,4707-46-4,184.8,AMBH58064581-250MG
COC(=O)C1=C(C)C=C(O)C(C)=C1O,Cc1cc(O)c(C)c(O)c1C(=O)[O:2][CH3:1],[C:1]-[O:2],"[1, 2]","[1, 2]",[CH4:1],1,Cc1cc(O)c(C)c(O)c1C(=O)[OH:2],2,chloride,3,hydrogen,4,CCl,74-87-3,252.00,294799-200ML,Cc1cc(O)c(C)c(O)c1C(=O)O,4707-46-4,184.8,AMBH58064581-250MG
COC(=O)C1=C(C)C=C(O)C(C)=C1O,Cc1cc(O)c(C)c(O)c1C(=O)[O:2][CH3:1],[C:1]-[O:2],"[1, 2]","[1, 2]",[CH4:1],1,Cc1cc(O)c(C)c(O)c1C(=O)[OH:2],2,bromide,3,hydrogen,4,CBr,74-83-9,24.10,48624,Cc1cc(O)c(C)c(O)c1C(=O)O,4707-46-4,184.8,AMBH58064581-250MG
COC(=O)C1=C(C)C=C(O)C(C)=C1O,Cc1cc(O)c(C)c(O)c1C(=O)[O:2][CH3:1],[C:1]-[O:2],"[1, 2]","[1, 2]",[CH4:1],1,Cc1cc(O)c(C)c(O)c1C(=O)[OH:2],2,iodide,3,hydrogen,4,CI,74-88-4,112.00,456756-100ML,Cc1cc(O)c(C)c(O)c1C(=O)O,4707-46-4,184.8,AMBH58064581-250MG
COC(=O)C1=C(C)C=C(O)C(C)=C1O,Cc1cc(O)c(C)c(O)c1C(=O)[O:2][CH3:1],[C:1]-[O:2],"[1, 2]","[1, 2]",[CH4:1],1,Cc1cc(O)c(C)c(O)c1C(=O)[OH:2],2,boronate,3,hydrogen,4,CB(O)O,13061-96-6,43.80,165336-1G,Cc1cc(O)c(C)c(O)c1C(=O)O,4707-46-4,184.8,AMBH58064581-250MG
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1noc[c:1]1[CH2:2]C,[c:1]-[C:2],"[1, 2]","[1, 2]",CC(C)(C)c1noc[cH:1]1,1,C[CH3:2],2,acid,3,hydrogen,4,CC(C)(C)c1nocc1C(=O)O,1217047-14-7,960.0,JWPH3249D88E-5G,CC,74-84-0,463.00,295302-110G
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1noc[c:1]1[CH2:2]C,[c:1]-[C:2],"[1, 2]","[1, 2]",CC(C)(C)c1noc[cH:1]1,1,C[CH3:2],2,acid,3,alcohol,4,CC(C)(C)c1nocc1C(=O)O,1217047-14-7,960.0,JWPH3249D88E-5G,CCO,64-17-5,74.00,2858-240ML
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1noc[c:1]1[CH2:2]C,[c:1]-[C:2],"[1, 2]","[1, 2]",CC(C)(C)c1noc[cH:1]1,1,C[CH3:2],2,acid,3,amine,4,CC(C)(C)c1nocc1C(=O)O,1217047-14-7,960.0,JWPH3249D88E-5G,CCN,75-04-7,20.70,471208-100ML
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1noc[c:1]1[CH2:2]C,[c:1]-[C:2],"[1, 2]","[1, 2]",CC(C)(C)c1noc[cH:1]1,1,C[CH3:2],2,acid,3,acid,4,CC(C)(C)c1nocc1C(=O)O,1217047-14-7,960.0,JWPH3249D88E-5G,CCC(=O)O,79-09-4,37.90,P5561-1L
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1noc[c:1]1[CH2:2]C,[c:1]-[C:2],"[1, 2]","[1, 2]",CC(C)(C)c1noc[cH:1]1,1,C[CH3:2],2,acid,3,chloride,4,CC(C)(C)c1nocc1C(=O)O,1217047-14-7,960.0,JWPH3249D88E-5G,CCCl,75-00-3,178.00,295310-1KG
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1noc[c:1]1[CH2:2]C,[c:1]-[C:2],"[1, 2]","[1, 2]",CC(C)(C)c1noc[cH:1]1,1,C[CH3:2],2,acid,3,bromide,4,CC(C)(C)c1nocc1C(=O)O,1217047-14-7,960.0,JWPH3249D88E-5G,CCBr,74-96-4,55.70,239607-50G
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1noc[c:1]1[CH2:2]C,[c:1]-[C:2],"[1, 2]","[1, 2]",CC(C)(C)c1noc[cH:1]1,1,C[CH3:2],2,acid,3,iodide,4,CC(C)(C)c1nocc1C(=O)O,1217047-14-7,960.0,JWPH3249D88E-5G,CCI,75-03-6,24.00,I7780-5G
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1noc[c:1]1[CH2:2]C,[c:1]-[C:2],"[1, 2]","[1, 2]",CC(C)(C)c1noc[cH:1]1,1,C[CH3:2],2,acid,3,boronate,4,CC(C)(C)c1nocc1C(=O)O,1217047-14-7,960.0,JWPH3249D88E-5G,CCB(O)O,,66.00,CDS003542-250MG
CCC1=CON=C1C(C)(C)C,CCc1con[c:1]1[C:2](C)(C)C,[c:1]-[C:2],"[1, 2]","[1, 2]",CCc1con[cH:1]1,1,C[CH:2](C)C,2,amine,3,hydrogen,4,CCc1conc1N,1498793-09-1,2259.6,ENAH0424B69B-5G,CC(C)C,75-28-5,506.00,539821-170G
CCC1=CON=C1C(C)(C)C,CCc1con[c:1]1[C:2](C)(C)C,[c:1]-[C:2],"[1, 2]","[1, 2]",CCc1con[cH:1]1,1,C[CH:2](C)C,2,amine,3,alcohol,4,CCc1conc1N,1498793-09-1,2259.6,ENAH0424B69B-5G,CC(C)(C)O,75-65-0,64.00,471712-100ML
CCC1=CON=C1C(C)(C)C,CCc1con[c:1]1[C:2](C)(C)C,[c:1]-[C:2],"[1, 2]","[1, 2]",CCc1con[cH:1]1,1,C[CH:2](C)C,2,amine,3,amine,4,CCc1conc1N,1498793-09-1,2259.6,ENAH0424B69B-5G,CC(C)(C)N,75-64-9,18.10,B89205-5ML
CCC1=CON=C1C(C)(C)C,CCc1con[c:1]1[C:2](C)(C)C,[c:1]-[C:2],"[1, 2]","[1, 2]",CCc1con[cH:1]1,1,C[CH:2](C)C,2,amine,3,acid,4,CCc1conc1N,1498793-09-1,2259.6,ENAH0424B69B-5G,CC(C)(C)C(=O)O,75-98-9,21.10,T71803-5ML
CCC1=CON=C1C(C)(C)C,CCc1con[c:1]1[C:2](C)(C)C,[c:1]-[C:2],"[1, 2]","[1, 2]",CCc1con[cH:1]1,1,C[CH:2](C)C,2,amine,3,chloride,4,CCc1conc1N,1498793-09-1,2259.6,ENAH0424B69B-5G,CC(C)(C)Cl,507-20-0,27.10,C56352-25ML
CCC1=CON=C1C(C)(C)C,CCc1con[c:1]1[C:2](C)(C)C,[c:1]-[C:2],"[1, 2]","[1, 2]",CCc1con[cH:1]1,1,C[CH:2](C)C,2,amine,3,bromide,4,CCc1conc1N,1498793-09-1,2259.6,ENAH0424B69B-5G,CC(C)(C)Br,507-19-7,29.50,135615-5G
CCC1=CON=C1C(C)(C)C,CCc1con[c:1]1[C:2](C)(C)C,[c:1]-[C:2],"[1, 2]","[1, 2]",CCc1con[cH:1]1,1,C[CH:2](C)C,2,amine,3,iodide,4,CCc1conc1N,1498793-09-1,2259.6,ENAH0424B69B-5G,CC(C)(C)I,558-17-8,78.00,245798-25G
CCC1=CON=C1C(C)(C)C,CCc1con[c:1]1[C:2](C)(C)C,[c:1]-[C:2],"[1, 2]","[1, 2]",CCc1con[cH:1]1,1,C[CH:2](C)C,2,acid,3,hydrogen,4,CCc1conc1C(=O)O,1260621-18-8,1351.35,ENAH90822C5D-2.5G,CC(C)C,75-28-5,506.00,539821-170G
CCC1=CON=C1C(C)(C)C,CCc1con[c:1]1[C:2](C)(C)C,[c:1]-[C:2],"[1, 2]","[1, 2]",CCc1con[cH:1]1,1,C[CH:2](C)C,2,acid,3,alcohol,4,CCc1conc1C(=O)O,1260621-18-8,1351.35,ENAH90822C5D-2.5G,CC(C)(C)O,75-65-0,64.00,471712-100ML
CCC1=CON=C1C(C)(C)C,CCc1con[c:1]1[C:2](C)(C)C,[c:1]-[C:2],"[1, 2]","[1, 2]",CCc1con[cH:1]1,1,C[CH:2](C)C,2,acid,3,amine,4,CCc1conc1C(=O)O,1260621-18-8,1351.35,ENAH90822C5D-2.5G,CC(C)(C)N,75-64-9,18.10,B89205-5ML
CCC1=CON=C1C(C)(C)C,CCc1con[c:1]1[C:2](C)(C)C,[c:1]-[C:2],"[1, 2]","[1, 2]",CCc1con[cH:1]1,1,C[CH:2](C)C,2,acid,3,acid,4,CCc1conc1C(=O)O,1260621-18-8,1351.35,ENAH90822C5D-2.5G,CC(C)(C)C(=O)O,75-98-9,21.10,T71803-5ML
CCC1=CON=C1C(C)(C)C,CCc1con[c:1]1[C:2](C)(C)C,[c:1]-[C:2],"[1, 2]","[1, 2]",CCc1con[cH:1]1,1,C[CH:2](C)C,2,acid,3,chloride,4,CCc1conc1C(=O)O,1260621-18-8,1351.35,ENAH90822C5D-2.5G,CC(C)(C)Cl,507-20-0,27.10,C56352-25ML
CCC1=CON=C1C(C)(C)C,CCc1con[c:1]1[C:2](C)(C)C,[c:1]-[C:2],"[1, 2]","[1, 2]",CCc1con[cH:1]1,1,C[CH:2](C)C,2,acid,3,bromide,4,CCc1conc1C(=O)O,1260621-18-8,1351.35,ENAH90822C5D-2.5G,CC(C)(C)Br,507-19-7,29.50,135615-5G
CCC1=CON=C1C(C)(C)C,CCc1con[c:1]1[C:2](C)(C)C,[c:1]-[C:2],"[1, 2]","[1, 2]",CCc1con[cH:1]1,1,C[CH:2](C)C,2,acid,3,iodide,4,CCc1conc1C(=O)O,1260621-18-8,1351.35,ENAH90822C5D-2.5G,CC(C)(C)I,558-17-8,78.00,245798-25G
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1nocc1[CH2:2][CH3:1],[C:1]-[C:2],"[1, 2]","[1, 2]",[CH4:1],1,CC(C)(C)c1nocc1[CH3:2],2,hydrogen,3,alcohol,4,C,74-82-8,1610.00,463035-24L,CC(C)(C)c1nocc1CO,2243520-63-8,704.55,ENAH2C5576D2-1G
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1nocc1[CH2:2][CH3:1],[C:1]-[C:2],"[1, 2]","[1, 2]",[CH4:1],1,CC(C)(C)c1nocc1[CH3:2],2,hydrogen,3,amine,4,C,74-82-8,1610.00,463035-24L,CC(C)(C)c1nocc1CN,1512219-81-6,363.3,ENAH2C557736-250MG
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1nocc1[CH2:2][CH3:1],[C:1]-[C:2],"[1, 2]","[1, 2]",[CH4:1],1,CC(C)(C)c1nocc1[CH3:2],2,hydrogen,3,chloride,4,C,74-82-8,1610.00,463035-24L,CC(C)(C)c1nocc1CCl,2241128-88-9,3158.4,ENAH2C557496-10G
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1nocc1[CH2:2][CH3:1],[C:1]-[C:2],"[1, 2]","[1, 2]",[CH4:1],1,CC(C)(C)c1nocc1[CH3:2],2,alcohol,3,alcohol,4,CO,67-56-1,30.20,M3641-500ML,CC(C)(C)c1nocc1CO,2243520-63-8,704.55,ENAH2C5576D2-1G
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1nocc1[CH2:2][CH3:1],[C:1]-[C:2],"[1, 2]","[1, 2]",[CH4:1],1,CC(C)(C)c1nocc1[CH3:2],2,alcohol,3,amine,4,CO,67-56-1,30.20,M3641-500ML,CC(C)(C)c1nocc1CN,1512219-81-6,363.3,ENAH2C557736-250MG
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1nocc1[CH2:2][CH3:1],[C:1]-[C:2],"[1, 2]","[1, 2]",[CH4:1],1,CC(C)(C)c1nocc1[CH3:2],2,alcohol,3,chloride,4,CO,67-56-1,30.20,M3641-500ML,CC(C)(C)c1nocc1CCl,2241128-88-9,3158.4,ENAH2C557496-10G
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1nocc1[CH2:2][CH3:1],[C:1]-[C:2],"[1, 2]","[1, 2]",[CH4:1],1,CC(C)(C)c1nocc1[CH3:2],2,amine,3,alcohol,4,CN,74-89-5,40.10,534102-250ML,CC(C)(C)c1nocc1CO,2243520-63-8,704.55,ENAH2C5576D2-1G
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1nocc1[CH2:2][CH3:1],[C:1]-[C:2],"[1, 2]","[1, 2]",[CH4:1],1,CC(C)(C)c1nocc1[CH3:2],2,amine,3,amine,4,CN,74-89-5,40.10,534102-250ML,CC(C)(C)c1nocc1CN,1512219-81-6,363.3,ENAH2C557736-250MG
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1nocc1[CH2:2][CH3:1],[C:1]-[C:2],"[1, 2]","[1, 2]",[CH4:1],1,CC(C)(C)c1nocc1[CH3:2],2,amine,3,chloride,4,CN,74-89-5,40.10,534102-250ML,CC(C)(C)c1nocc1CCl,2241128-88-9,3158.4,ENAH2C557496-10G
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1nocc1[CH2:2][CH3:1],[C:1]-[C:2],"[1, 2]","[1, 2]",[CH4:1],1,CC(C)(C)c1nocc1[CH3:2],2,acid,3,alcohol,4,CC(=O)O,64-19-7,67.00,W200611-1KG-K,CC(C)(C)c1nocc1CO,2243520-63-8,704.55,ENAH2C5576D2-1G
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1nocc1[CH2:2][CH3:1],[C:1]-[C:2],"[1, 2]","[1, 2]",[CH4:1],1,CC(C)(C)c1nocc1[CH3:2],2,acid,3,amine,4,CC(=O)O,64-19-7,67.00,W200611-1KG-K,CC(C)(C)c1nocc1CN,1512219-81-6,363.3,ENAH2C557736-250MG
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1nocc1[CH2:2][CH3:1],[C:1]-[C:2],"[1, 2]","[1, 2]",[CH4:1],1,CC(C)(C)c1nocc1[CH3:2],2,acid,3,chloride,4,CC(=O)O,64-19-7,67.00,W200611-1KG-K,CC(C)(C)c1nocc1CCl,2241128-88-9,3158.4,ENAH2C557496-10G
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1nocc1[CH2:2][CH3:1],[C:1]-[C:2],"[1, 2]","[1, 2]",[CH4:1],1,CC(C)(C)c1nocc1[CH3:2],2,chloride,3,alcohol,4,CCl,74-87-3,252.00,294799-200ML,CC(C)(C)c1nocc1CO,2243520-63-8,704.55,ENAH2C5576D2-1G
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1nocc1[CH2:2][CH3:1],[C:1]-[C:2],"[1, 2]","[1, 2]",[CH4:1],1,CC(C)(C)c1nocc1[CH3:2],2,chloride,3,amine,4,CCl,74-87-3,252.00,294799-200ML,CC(C)(C)c1nocc1CN,1512219-81-6,363.3,ENAH2C557736-250MG
CCC1=CON=C1C(C)(C)C,CC(C)(C)c1nocc1[CH2:2][CH3:1],[C:1]-[C:2],"[1, 2]","[1, 2]",[CH4:1],1,CC(C)(C)c1nocc1[CH3:2],2,chloride,3,chloride,4,CCl,74-87-3,252.00,294799-200ML,CC(C)(C)c1nocc1CCl,2241128-88-9,3158.4,ENAH2C557496-10G
